SchoolYear,ESD,CountyNumber,county,CountyDistrictNumber,district,GradeTested,ReadingTotalTestedNotTested,ReadingTotalMSP_HSPETested,ReadingMetStandardIncludingPrevPass,ReadingPercentMetStandardIncludingPrevPass,ReadingMetStandardWithoutPrevPass,ReadingPercentMetStandardWithoutPrevPass,ReadingPercentMetStandardExcludingNoScore,ReadingLevel1,ReadingPercentLevel1,ReadingLevel2,ReadingPercentLevel2,ReadingLevelBasic,ReadingPercentLevelBasic,ReadingLevel3,ReadingPercentLevel3,ReadingLevel4,ReadingPercentLevel4,ReadingNoScore,ReadingPercentNoScore,ReadingNotMet,ReadingPercentNotMet,ReadingExcusedAbsence,ReadingExempted,ReadingWAASPORT,ReadingWAASDAPE,MathTotalTestedNotTested,MathTotalMSP_HSPETested,MathMetStandardIncludingPrevPass,MathPercentMetStandardIncludingPrevPass,MathMetStandardWithoutPrevPass,MathPercentMetStandardWithoutPrevPass,MathPercentMetStandardExcludingNoScore,MathLevel1,MathPercentLevel1,MathLevel2,MathPercentLevel2,MathLevelBasic,MathPercentLevelBasic,MathLevel3,MathPercentLevel3,MathLevel4,MathPercentLevel4,MathNoScore,MathPercentNoScore,MathNotMet,MathPercentNotMet,MathExcusedAbsence,MathExempted,MathWAASPORT,MathWAASDAPE,WritingTotalTestedNotTested,WritingTotalMSP_HSPETested,WritingMetStandardIncludingPrevPass,WritingPercentMetStandardIncludingPrevPass,WritingMetStandardWithoutPrevPass,WritingPercentMetStandardWithoutPrevPass,WritingPercentMetStandardExcludingNoScore,WritingLevel1,WritingPercentLevel1,WritingLevel2,WritingPercentLevel2,WritingLevelBasic,WritingPercentLevelBasic,WritingLevel3,WritingPercentLevel3,WritingLevel4,WritingPercentLevel4,WritingNoScore,WritingPercentNoScore,WritingNotMet,WritingPercentNotMet,WritingExcusedAbsence,WritingExempted,WritingWAASPORT,WritingWAASDAPE,ScienceTotalTestedNotTested,ScienceTotalMSP_HSPETested,ScienceMetStandardIncludingPrevPass,SciencePercentMetStandardIncludingPrevPass,ScienceMetStandardWithoutPrevPass,SciencePercentMetStandardWithoutPrevPass,SciencePercentMetStandardExcludingNoScore,ScienceLevel1,SciencePercentLevel1,ScienceLevel2,SciencePercentLevel2,ScienceLevelBasic,SciencePercentLevelBasic,ScienceLevel3,SciencePercentLevel3,ScienceLevel4,SciencePercentLevel4,ScienceNoScore,SciencePercentNoScore,ScienceNotMet,SciencePercentNotMet,ScienceExcusedAbsence,ScienceExempted,ScienceWAASPORT,ScienceWAASDAPE,ReadingLevelIndex,MathLevelIndex
2013-14,Educational Service District 113,21,Lewis,21300,Onalaska School District,8,70,65,48,68.5,48,68.5,73.8,7,10,10,14.19,1,1.39,15,21.39,32,45.7,5,7.09,22,31.39,1,0,,,70,65,36,51.39,36,51.39,55.4,14,20,15,21.39,0,0,17,24.19,19,27.1,5,7.09,34,48.5,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,64,41,58.5,41,58.5,64.1,7,10,16,22.8,1,1.39,34,48.5,6,8.5,6,8.5,29,41.39,1,0,,NA,2.85,2.44
2013-14,Educational Service District 113,21,Lewis,21300,Onalaska School District,10,57,53,44,74.5,42,73.59,79.2,4,7,7,12.19,1,1.7,12,21,29,50.79,4,7,15,26.3,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,59,55,40,67.7,40,67.7,72.7,2,3.29,13,22,1,1.6,28,47.39,11,18.6,4,6.7,19,32.2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.98,
2013-14,Educational Service District 101,33,Stevens,33030,Onion Creek School District,3,6,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-14,Educational Service District 101,33,Stevens,33030,Onion Creek School District,4,2,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-14,Educational Service District 101,33,Stevens,33030,Onion Creek School District,5,3,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,NA,,
2013-14,Educational Service District 101,33,Stevens,33030,Onion Creek School District,6,6,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-14,Educational Service District 101,33,Stevens,33030,Onion Creek School District,7,5,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-14,Educational Service District 101,33,Stevens,33030,Onion Creek School District,8,3,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,NA,,
2013-14,Northwest Educational Service District 189,28,San Juan,28137,Orcas Island School District,3,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-14,Northwest Educational Service District 189,28,San Juan,28137,Orcas Island School District,4,3,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-14,Northwest Educational Service District 189,28,San Juan,28137,Orcas Island School District,5,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,29,25,86.2,25,86.2,86.2,3,10.3,1,3.39,0,0,5,17.19,20,68.9,0,0,4,13.69,1,0,,NA,,
2013-14,Northwest Educational Service District 189,28,San Juan,28137,Orcas Island School District,6,2,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-14,Northwest Educational Service District 189,28,San Juan,28137,Orcas Island School District,7,2,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-14,Northwest Educational Service District 189,28,San Juan,28137,Orcas Island School District,8,2,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,27,21,77.7,21,77.7,77.8,0,0,6,22.19,0,0,15,55.5,6,22.19,0,0,6,22.19,1,0,,NA,,
2013-14,Northwest Educational Service District 189,28,San Juan,28137,Orcas Island School District,10,41,40,38,92.6,38,92.59,95,1,2.39,1,2.39,0,0,8,19.5,30,73.09,1,2.39,3,7.29,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.58,
2013-14,Educational Service District 101,32,Spokane,32123,Orchard Prairie School District,3,11,9,8,72.7,8,72.7,88.9,0,0,1,9,0,0,4,36.29,4,36.29,2,18.1,3,27.19,0,0,,,11,9,6,54.5,6,54.5,66.7,0,0,3,27.19,0,0,3,27.19,3,27.19,2,18.1,5,45.39,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.72,2.45
2013-14,Educational Service District 101,32,Spokane,32123,Orchard Prairie School District,4,12,10,8,66.59,8,66.59,80,0,0,2,16.6,0,0,6,50,2,16.6,2,16.6,4,33.29,0,0,,,12,10,7,58.29,7,58.29,70,2,16.6,1,8.3,0,0,5,41.6,2,16.6,2,16.6,5,41.6,0,0,,,12,9,7,58.29,7,58.29,77.8,0,0,2,16.6,0,0,1,8.3,6,50,3,25,5,41.6,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5,2.24
2013-14,Educational Service District 101,32,Spokane,32123,Orchard Prairie School District,5,12,12,9,75,9,75,75,1,8.3,2,16.6,0,0,2,16.6,7,58.29,0,0,3,25,0,0,,,12,12,8,66.59,8,66.59,66.7,1,8.3,3,25,0,0,6,50,2,16.6,0,0,4,33.29,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,12,6,50,6,50,50,2,16.6,4,33.29,0,0,5,41.6,1,8.3,0,0,6,50,0,0,,NA,3.24,2.75
2013-14,Educational Service District 101,32,Spokane,32123,Orchard Prairie School District,6,7,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-14,Educational Service District 101,32,Spokane,32123,Orchard Prairie School District,7,2,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-14,Educational Service District 101,10,Ferry,10065,Orient School District,3,4,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-14,Educational Service District 101,10,Ferry,10065,Orient School District,4,7,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-14,Educational Service District 101,10,Ferry,10065,Orient School District,6,5,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-14,Educational Service District 101,10,Ferry,10065,Orient School District,7,3,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-14,Educational Service District 101,10,Ferry,10065,Orient School District,8,2,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,NA,,
2013-14,North Central Educational Service District 171,9,Douglas,9013,Orondo School District,3,15,15,8,53.29,8,53.29,53.3,2,13.3,5,33.29,0,0,4,26.6,4,26.6,0,0,7,46.6,0,0,1,,15,15,5,33.29,5,33.29,33.3,5,33.29,5,33.29,0,0,4,26.6,1,6.59,0,0,10,66.59,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.66,2.06
2013-14,North Central Educational Service District 171,9,Douglas,9013,Orondo School District,4,21,21,10,47.6,10,47.6,47.6,1,4.7,10,47.6,0,0,8,38,2,9.5,0,0,11,52.29,0,0,1,,21,21,8,38,8,38,38.1,8,38,5,23.8,0,0,5,23.8,3,14.19,0,0,13,61.89,0,0,1,,21,17,13,61.89,13,61.89,76.5,1,4.7,3,14.19,0,0,7,33.29,6,28.5,4,19,8,38,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,2.52,2.14
2013-14,North Central Educational Service District 171,9,Douglas,9013,Orondo School District,5,26,26,12,46.1,12,46.1,46.2,6,23,8,30.69,0,0,5,19.19,7,26.89,0,0,14,53.79,0,0,,,26,26,3,11.5,3,11.5,11.5,13,50,10,38.39,0,0,3,11.5,0,0,0,0,23,88.4,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,26,6,23,6,23,23.1,12,46.1,8,30.69,0,0,5,19.19,1,3.79,0,0,20,76.9,0,0,,NA,2.5,1.61
2013-14,North Central Educational Service District 171,9,Douglas,9013,Orondo School District,6,28,28,12,42.79,12,42.79,42.9,6,21.39,10,35.7,0,0,5,17.8,7,25,0,0,16,57.1,0,0,,,28,28,10,35.7,10,35.7,35.7,12,42.79,6,21.39,0,0,9,32.1,1,3.5,0,0,18,64.2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.46,1.96
2013-14,North Central Educational Service District 171,9,Douglas,9013,Orondo School District,7,9,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-14,North Central Educational Service District 171,24,Okanogan,24410,Oroville School District,3,35,35,18,51.39,18,51.39,51.4,6,17.1,11,31.39,0,0,14,40,4,11.4,0,0,17,48.5,0,0,2,,35,35,21,60,21,60,60,5,14.19,9,25.69,1,2.79,13,37.1,7,20,0,0,14,40,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.45,2.57
2013-14,North Central Educational Service District 171,24,Okanogan,24410,Oroville School District,4,44,43,28,63.6,28,63.6,65.1,2,4.5,13,29.5,1,2.2,20,45.39,7,15.9,1,2.2,16,36.29,0,2,,,44,43,21,47.7,21,47.7,48.8,13,29.5,9,20.39,1,2.2,16,36.29,4,9,1,2.2,23,52.2,0,2,,,44,44,30,68.09,30,68.09,68.2,4,9,10,22.69,0,0,20,45.39,10,22.69,0,0,14,31.8,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.63,2.15
2013-14,North Central Educational Service District 171,24,Okanogan,24410,Oroville School District,5,37,37,26,70.2,26,70.2,70.3,2,5.4,9,24.3,1,2.7,15,40.5,10,27,0,0,11,29.69,0,0,1,,37,37,17,45.89,17,45.89,45.9,7,18.89,13,35.1,1,2.7,13,35.1,3,8.09,0,0,20,54,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,37,37,26,70.2,26,70.2,70.3,1,2.7,10,27,2,5.4,16,43.2,8,21.6,0,0,11,29.69,0,0,1,NA,2.84,2.27
2013-14,North Central Educational Service District 171,24,Okanogan,24410,Oroville School District,6,38,38,29,76.29,29,76.29,76.3,3,7.79,6,15.69,2,5.2,19,50,8,21,0,0,9,23.6,0,1,,,37,37,19,51.29,19,51.29,51.4,12,32.39,6,16.19,0,0,16,43.2,3,8.09,0,0,18,48.6,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.73,2.27
2013-14,North Central Educational Service District 171,24,Okanogan,24410,Oroville School District,7,39,38,20,51.2,20,51.2,52.6,6,15.3,12,30.69,0,0,7,17.89,13,33.29,1,2.5,19,48.7,0,1,,,39,38,19,48.7,19,48.7,50,14,35.79,5,12.8,0,0,14,35.79,5,12.8,1,2.5,20,51.2,0,1,,,39,35,14,35.79,14,35.79,40,13,33.29,8,20.5,0,0,11,28.19,3,7.59,4,10.19,25,64.09,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.64,2.2
2013-14,North Central Educational Service District 171,24,Okanogan,24410,Oroville School District,8,53,52,31,58.39,31,58.39,59.6,11,20.69,10,18.8,0,0,19,35.79,12,22.6,1,1.8,22,41.5,0,1,,,53,52,19,35.79,19,35.79,36.5,19,35.79,14,26.39,0,0,18,33.89,1,1.8,1,1.8,34,64.09,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,53,51,24,45.2,24,45.2,47.1,7,13.19,20,37.7,0,0,20,37.7,4,7.5,2,3.7,29,54.7,0,1,,NA,2.56,1.97
2013-14,North Central Educational Service District 171,24,Okanogan,24410,Oroville School District,10,36,34,32,88.8,32,88.79,94.1,1,2.7,1,2.7,1,2.7,12,33.29,19,52.7,2,5.5,4,11.09,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,33,29,80.5,29,80.5,87.9,0,0,4,11.09,0,0,18,50,11,30.5,3,8.3,7,19.39,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.19,
2013-14,Puget Sound Educational Service District 121,27,Pierce,27344,Orting School District,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,173,173,99,57.2,99,57.2,57.2,32,18.39,42,24.19,0,0,76,43.89,23,13.19,0,0,74,42.7,0,1,,NA,,
2013-14,Puget Sound Educational Service District 121,27,Pierce,27344,Orting School District,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,180,177,125,69.4,125,69.4,70.6,5,2.7,47,26.1,0,0,89,49.39,36,20,3,1.6,55,30.5,0,0,1,NA,,
2013-14,Puget Sound Educational Service District 121,27,Pierce,27344,Orting School District,10,169,165,142,83.5,141,83.4,85.5,6,3.5,18,10.59,1,0.5,43,25.39,97,57.29,4,2.29,28,16.5,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,166,163,158,93.4,155,93.29,95.1,1,0.6,7,4.2,3,1.8,79,47.5,73,43.89,3,1.8,11,6.59,3,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.3,
2013-14,Educational Service District 123,1,Adams,1147,Othello School District,5,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,294,293,128,43.5,128,43.5,43.7,86,29.19,79,26.8,1,0.3,85,28.89,42,14.19,1,0.3,166,56.39,1,0,4,NA,,
2013-14,Educational Service District 123,1,Adams,1147,Othello School District,6,283,283,145,51.2,145,51.2,51.2,63,22.19,75,26.5,3,1,106,37.39,36,12.69,0,0,138,48.7,1,6,1,,283,283,116,40.89,116,40.89,41,98,34.6,69,24.3,1,0.3,72,25.39,43,15.09,0,0,167,59,1,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.38,2.2
2013-14,Educational Service District 123,1,Adams,1147,Othello School District,7,276,276,147,53.2,147,53.2,53.3,46,16.6,83,30,6,2.1,74,26.8,67,24.19,0,0,129,46.7,0,7,1,,275,274,134,48.7,134,48.7,48.9,79,28.69,61,22.1,1,0.3,75,27.19,58,21,1,0.3,141,51.2,1,7,1,,274,265,190,69.29,190,69.29,71.7,22,8,53,19.3,5,1.8,111,40.5,74,27,9,3.2,84,30.6,2,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,2.54,2.38
2013-14,Educational Service District 123,1,Adams,1147,Othello School District,8,245,244,161,65.7,161,65.7,66,28,11.4,55,22.39,0,0,52,21.19,109,44.39,1,0.4,84,34.2,3,0,5,,245,244,132,53.79,132,53.79,54.1,74,30.19,38,15.5,0,0,79,32.2,53,21.6,1,0.4,113,46.1,4,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,246,244,141,57.29,141,57.29,57.8,45,18.19,58,23.5,6,2.39,104,42.2,31,12.59,2,0.8,105,42.6,3,0,4,NA,2.97,2.44
2013-14,Educational Service District 123,1,Adams,1147,Othello School District,10,255,251,190,74.2,189,74.09,75.3,35,13.69,27,10.5,2,0.7,70,27.39,117,45.79,4,1.5,66,25.8,15,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,250,244,221,87.6,219,87.5,89.8,7,2.79,18,7.09,7,2.79,102,40.7,110,44,6,2.29,31,12.4,19,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,
2013-14,North Central Educational Service District 171,9,Douglas,9102,Palisades School District,3,9,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-14,North Central Educational Service District 171,9,Douglas,9102,Palisades School District,4,2,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-14,North Central Educational Service District 171,9,Douglas,9102,Palisades School District,5,2,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,NA,,
2013-14,Educational Service District 101,38,Whitman,38301,Palouse School District,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,15,13,86.59,13,86.59,86.7,1,6.59,1,6.59,1,6.59,7,46.6,5,33.29,0,0,2,13.3,0,0,,NA,,
2013-14,Educational Service District 101,38,Whitman,38301,Palouse School District,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,17,16,94.09,16,94.09,94.1,1,5.79,0,0,0,0,11,64.7,5,29.39,0,0,1,5.79,0,2,,NA,,
2013-14,Educational Service District 101,38,Whitman,38301,Palouse School District,10,14,14,12,85.7,12,85.7,85.7,1,7.09,1,7.09,0,0,5,35.7,7,50,0,0,2,14.19,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,14,13,92.8,13,92.79,92.9,1,7.09,0,0,0,0,11,78.5,2,14.19,0,0,1,7.09,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.28,
2013-14,Educational Service District 123,11,Franklin,11001,Pasco School District,3,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-14,Educational Service District 123,11,Franklin,11001,Pasco School District,4,3,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-14,Educational Service District 123,11,Franklin,11001,Pasco School District,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1318,1297,597,45.2,597,45.2,46,361,27.3,339,25.69,0,0,356,27,241,18.19,21,1.5,721,54.7,0,13,15,NA,,
2013-14,Educational Service District 123,11,Franklin,11001,Pasco School District,6,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-14,Educational Service District 123,11,Franklin,11001,Pasco School District,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1163,1149,572,49.1,572,49.1,49.8,213,18.3,364,31.19,3,0.2,455,39.1,114,9.8,14,1.19,591,50.79,0,11,13,NA,,
2013-14,Educational Service District 123,11,Franklin,11001,Pasco School District,10,1169,1098,775,66.1,772,66,70.3,142,12.09,184,15.69,10,0.8,354,30.19,408,34.89,71,6,397,33.89,1,26,9,,,,,,,,,,,,,,,,,,,,,,,,,,,1169,1072,886,75.7,886,75.7,82.6,50,4.2,136,11.59,22,1.8,558,47.7,306,26.1,97,8.19,283,24.19,2,25,9,,,,,,,,,,,,,,,,,,,,,,,,,,,2.74,
2013-14,North Central Educational Service District 171,24,Okanogan,24122,Pateros School District,3,16,15,11,68.7,11,68.7,73.3,0,0,4,25,0,0,9,56.2,2,12.5,1,6.2,5,31.19,0,0,,,16,15,12,75,12,75,80,0,0,3,18.69,0,0,11,68.7,1,6.2,1,6.2,4,25,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.69,2.68
2013-14,North Central Educational Service District 171,24,Okanogan,24122,Pateros School District,4,20,20,9,45,9,45,45,2,10,9,45,0,0,8,40,1,5,0,0,11,55,0,0,,,20,20,6,30,6,30,30,7,35,7,35,0,0,5,25,1,5,0,0,14,70,0,0,,,20,20,5,25,5,25,25,5,25,10,50,0,0,5,25,0,0,0,0,15,75,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.4,2
2013-14,North Central Educational Service District 171,24,Okanogan,24122,Pateros School District,5,23,21,18,78.2,18,78.2,85.7,1,4.29,2,8.59,0,0,8,34.7,10,43.39,2,8.59,5,21.69,0,0,,,23,20,18,78.2,18,78.2,90,1,4.29,1,4.29,0,0,11,47.79,7,30.39,3,13,5,21.69,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,20,14,60.79,14,60.79,70,0,0,6,26,0,0,10,43.39,4,17.3,3,13,9,39.1,0,0,,NA,2.99,2.78
2013-14,North Central Educational Service District 171,24,Okanogan,24122,Pateros School District,6,19,19,13,68.4,13,68.4,68.4,1,5.2,5,26.3,0,0,8,42.1,5,26.3,0,0,6,31.5,0,0,,,19,19,11,57.79,11,57.79,57.9,4,21,4,21,0,0,5,26.3,6,31.5,0,0,8,42.1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.89,2.68
2013-14,North Central Educational Service District 171,24,Okanogan,24122,Pateros School District,7,23,23,15,65.2,15,65.2,65.2,1,4.29,7,30.39,0,0,8,34.7,7,30.39,0,0,8,34.7,0,0,,,23,23,15,65.2,15,65.2,65.2,3,13,5,21.69,0,0,7,30.39,8,34.7,0,0,8,34.7,0,0,,,23,23,15,65.2,15,65.2,65.2,2,8.59,6,26,0,0,13,56.5,2,8.59,0,0,8,34.7,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.91,2.86
2013-14,North Central Educational Service District 171,24,Okanogan,24122,Pateros School District,8,23,23,19,82.59,19,82.59,82.6,3,13,1,4.29,0,0,9,39.1,10,43.39,0,0,4,17.3,0,0,,,23,22,14,60.79,14,60.79,63.6,5,21.69,3,13,0,0,6,26,8,34.7,1,4.29,9,39.1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,23,15,65.2,15,65.2,65.2,3,13,5,21.69,0,0,10,43.39,5,21.69,0,0,8,34.7,0,0,,NA,3.12,2.64
2013-14,North Central Educational Service District 171,24,Okanogan,24122,Pateros School District,10,21,21,19,90.4,19,90.4,90.5,0,0,2,9.5,0,0,8,38,11,52.29,0,0,2,9.5,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,20,18,85.7,18,85.7,90,0,0,2,9.5,0,0,11,52.29,7,33.29,1,4.7,3,14.19,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.42,
2013-14,Educational Service District 123,3,Benton,3050,Paterson School District,3,12,12,6,50,6,50,50,3,25,3,25,0,0,4,33.29,2,16.6,0,0,6,50,0,0,,,12,12,8,66.59,8,66.59,66.7,1,8.3,3,25,0,0,7,58.29,1,8.3,0,0,4,33.29,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.41,2.66
