SchoolYear,ESD,CountyNumber,county,CountyDistrictNumber,district,GradeTested,ReadingTotalTestedNotTested,ReadingTotalMSP_HSPETested,ReadingMetStandardIncludingPrevPass,ReadingPercentMetStandardIncludingPrevPass,ReadingMetStandardWithoutPrevPass,ReadingPercentMetStandardWithoutPrevPass,ReadingPercentMetStandardExcludingNoScore,ReadingLevel1,ReadingPercentLevel1,ReadingLevel2,ReadingPercentLevel2,ReadingLevelBasic,ReadingPercentLevelBasic,ReadingLevel3,ReadingPercentLevel3,ReadingLevel4,ReadingPercentLevel4,ReadingNoScore,ReadingPercentNoScore,ReadingNotMet,ReadingPercentNotMet,ReadingExcusedAbsence,ReadingExempted,ReadingWAASPORT,ReadingWAASDAPE,MathTotalTestedNotTested,MathTotalMSP_HSPETested,MathMetStandardIncludingPrevPass,MathPercentMetStandardIncludingPrevPass,MathMetStandardWithoutPrevPass,MathPercentMetStandardWithoutPrevPass,MathPercentMetStandardExcludingNoScore,MathLevel1,MathPercentLevel1,MathLevel2,MathPercentLevel2,MathLevelBasic,MathPercentLevelBasic,MathLevel3,MathPercentLevel3,MathLevel4,MathPercentLevel4,MathNoScore,MathPercentNoScore,MathNotMet,MathPercentNotMet,MathExcusedAbsence,MathExempted,MathWAASPORT,MathWAASDAPE,WritingTotalTestedNotTested,WritingTotalMSP_HSPETested,WritingMetStandardIncludingPrevPass,WritingPercentMetStandardIncludingPrevPass,WritingMetStandardWithoutPrevPass,WritingPercentMetStandardWithoutPrevPass,WritingPercentMetStandardExcludingNoScore,WritingLevel1,WritingPercentLevel1,WritingLevel2,WritingPercentLevel2,WritingLevelBasic,WritingPercentLevelBasic,WritingLevel3,WritingPercentLevel3,WritingLevel4,WritingPercentLevel4,WritingNoScore,WritingPercentNoScore,WritingNotMet,WritingPercentNotMet,WritingExcusedAbsence,WritingExempted,WritingWAASPORT,WritingWAASDAPE,ScienceTotalTestedNotTested,ScienceTotalMSP_HSPETested,ScienceMetStandardIncludingPrevPass,SciencePercentMetStandardIncludingPrevPass,ScienceMetStandardWithoutPrevPass,SciencePercentMetStandardWithoutPrevPass,SciencePercentMetStandardExcludingNoScore,ScienceLevel1,SciencePercentLevel1,ScienceLevel2,SciencePercentLevel2,ScienceLevelBasic,SciencePercentLevelBasic,ScienceLevel3,SciencePercentLevel3,ScienceLevel4,SciencePercentLevel4,ScienceNoScore,SciencePercentNoScore,ScienceNotMet,SciencePercentNotMet,ScienceExcusedAbsence,ScienceExempted,ScienceWAASPORT,ScienceWAASDAPE,ReadingLevelIndex,MathLevelIndex
2013-14,Northwest Educational Service District 189,15,Island,15201,Oak Harbor School District,6,391,389,280,71.59,280,71.59,72,35,8.9,74,18.89,0,0,164,41.89,116,29.6,2,0.5,111,28.3,0,3,7,,390,388,257,65.79,257,65.79,66.2,70,17.89,61,15.59,0,0,148,37.89,109,27.89,2,0.5,133,34.1,1,3,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.91,2.74
2013-14,Northwest Educational Service District 189,15,Island,15201,Oak Harbor School District,7,388,385,304,78.29,304,78.29,79,29,7.4,52,13.4,8,2,114,29.3,182,46.89,3,0.7,84,21.6,2,3,6,,388,385,242,62.29,242,62.29,62.9,55,14.09,88,22.6,4,1,133,34.2,105,27,3,0.7,146,37.6,2,3,6,,384,381,306,79.59,306,79.59,80.3,32,8.3,43,11.09,1,0.2,150,39,155,40.29,3,0.7,78,20.3,4,5,6,,,,,,,,,,,,,,,,,,,,,,,,,,,3.1,2.7
2013-14,Northwest Educational Service District 189,15,Island,15201,Oak Harbor School District,8,395,393,273,69.09,273,69.09,69.5,43,10.8,77,19.39,5,1.19,85,21.5,183,46.29,2,0.5,122,30.8,1,4,4,,396,394,208,52.5,208,52.5,52.8,106,26.69,80,20.19,0,0,130,32.79,78,19.6,2,0.5,188,47.39,1,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,395,393,274,69.29,274,69.29,69.7,30,7.5,89,22.5,13,3.2,189,47.79,72,18.19,2,0.5,121,30.6,2,3,4,NA,2.99,2.44
2013-14,Northwest Educational Service District 189,15,Island,15201,Oak Harbor School District,10,379,364,309,81.5,309,81.5,84.9,19,5,36,9.4,10,2.6,87,22.89,212,55.89,15,3.89,70,18.39,7,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,374,357,329,87.7,328,87.7,91.9,10,2.6,19,5,7,1.8,162,43.29,159,42.5,17,4.5,46,12.19,12,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.16,
2013-14,Educational Service District 101,38,Whitman,38324,Oakesdale School District,3,8,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-14,Educational Service District 101,38,Whitman,38324,Oakesdale School District,4,10,10,7,70,7,70,70,0,0,3,30,0,0,2,20,5,50,0,0,3,30,0,0,,,10,10,8,80,8,80,80,0,0,2,20,0,0,5,50,3,30,0,0,2,20,0,0,,,10,10,7,70,7,70,70,1,10,2,20,0,0,3,30,4,40,0,0,3,30,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.2,3.1
2013-14,Educational Service District 101,38,Whitman,38324,Oakesdale School District,5,6,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,NA,,
2013-14,Educational Service District 101,38,Whitman,38324,Oakesdale School District,6,14,14,10,71.4,10,71.4,71.4,1,7.09,3,21.39,0,0,8,57.1,2,14.19,0,0,4,28.5,1,0,,,14,14,11,78.5,11,78.5,78.6,1,7.09,2,14.19,0,0,10,71.4,1,7.09,0,0,3,21.39,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.78,2.78
2013-14,Educational Service District 101,38,Whitman,38324,Oakesdale School District,7,12,12,10,83.29,10,83.29,83.3,1,8.3,1,8.3,0,0,5,41.6,5,41.6,0,0,2,16.6,0,0,,,12,12,9,75,9,75,75,0,0,3,25,0,0,5,41.6,4,33.29,0,0,3,25,0,0,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.16,3.08
2013-14,Educational Service District 101,38,Whitman,38324,Oakesdale School District,8,8,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,NA,,
2013-14,Educational Service District 101,38,Whitman,38324,Oakesdale School District,10,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-14,Educational Service District 113,14,Grays Harbor,14400,Oakville School District,3,26,26,12,46.1,12,46.1,46.2,9,34.6,5,19.19,0,0,10,38.39,2,7.59,0,0,14,53.79,0,0,,,26,26,5,19.19,5,19.19,19.2,15,57.6,6,23,0,0,5,19.19,0,0,0,0,21,80.7,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.19,1.61
2013-14,Educational Service District 113,14,Grays Harbor,14400,Oakville School District,4,20,20,15,75,15,75,75,3,15,2,10,2,10,7,35,6,30,0,0,5,25,0,0,,,20,20,8,40,8,40,40,11,55,1,5,0,0,5,25,3,15,0,0,12,60,0,0,,,20,18,8,40,8,40,44.4,3,15,7,35,0,0,3,15,5,25,2,10,12,60,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.6,2
2013-14,Educational Service District 113,14,Grays Harbor,14400,Oakville School District,5,14,14,10,71.4,10,71.4,71.4,2,14.19,2,14.19,0,0,6,42.79,4,28.5,0,0,4,28.5,0,1,,,14,14,8,57.1,8,57.1,57.1,3,21.39,3,21.39,0,0,6,42.79,2,14.19,0,0,6,42.79,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,14,8,57.1,8,57.1,57.1,3,21.39,3,21.39,0,0,6,42.79,2,14.19,0,0,6,42.79,0,1,,NA,2.85,2.49
2013-14,Educational Service District 113,14,Grays Harbor,14400,Oakville School District,6,15,15,9,60,9,60,60,1,6.59,5,33.29,0,0,8,53.29,1,6.59,0,0,6,40,0,0,,,15,15,5,33.29,5,33.29,33.3,6,40,4,26.6,0,0,4,26.6,1,6.59,0,0,10,66.59,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.59,1.99
2013-14,Educational Service District 113,14,Grays Harbor,14400,Oakville School District,7,12,12,3,25,3,25,25,4,33.29,5,41.6,0,0,0,0,3,25,0,0,9,75,0,0,,,12,12,1,8.3,1,8.3,8.3,9,75,2,16.6,0,0,1,8.3,0,0,0,0,11,91.59,0,0,,,11,11,4,36.29,4,36.29,36.4,2,18.1,5,45.39,0,0,4,36.29,0,0,0,0,7,63.6,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.16,1.33
2013-14,Educational Service District 113,14,Grays Harbor,14400,Oakville School District,8,18,18,11,61.1,11,61.1,61.1,3,16.6,4,22.19,0,0,8,44.39,3,16.6,0,0,7,38.79,0,0,,,18,18,2,11.09,2,11.09,11.1,15,83.29,1,5.5,0,0,2,11.09,0,0,0,0,16,88.79,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,18,2,11.09,2,11.09,11.1,10,55.5,6,33.29,0,0,2,11.09,0,0,0,0,16,88.79,0,0,,NA,2.61,1.28
2013-14,Educational Service District 113,14,Grays Harbor,14400,Oakville School District,10,18,18,11,61.1,11,61.1,61.1,4,22.19,3,16.6,0,0,4,22.19,7,38.79,0,0,7,38.79,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,17,14,77.7,14,77.7,82.4,3,16.6,0,0,1,5.5,11,61.1,2,11.09,1,5.5,4,22.19,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.77,
2013-14,Educational Service District 112,25,Pacific,25101,Ocean Beach School District,3,37,37,26,70.2,26,70.2,70.3,4,10.8,7,18.89,0,0,17,45.89,9,24.3,0,0,11,29.69,1,0,2,,37,37,20,54,20,54,54.1,8,21.6,9,24.3,1,2.7,13,35.1,6,16.19,0,0,17,45.89,1,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.83,2.4
2013-14,Educational Service District 112,25,Pacific,25101,Ocean Beach School District,4,35,35,24,68.5,24,68.5,68.6,2,5.7,9,25.69,3,8.5,12,34.2,9,25.69,0,0,11,31.39,0,0,2,,35,35,19,54.2,19,54.2,54.3,10,28.5,6,17.1,0,0,11,31.39,8,22.8,0,0,16,45.7,0,0,2,,35,35,18,51.39,18,51.39,51.4,8,22.8,9,25.69,1,2.79,14,40,3,8.5,0,0,17,48.5,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2.62,2.48
2013-14,Educational Service District 112,25,Pacific,25101,Ocean Beach School District,5,39,39,27,69.2,27,69.2,69.2,1,2.5,11,28.19,1,2.5,11,28.19,15,38.39,0,0,12,30.69,0,0,5,,39,39,20,51.2,20,51.2,51.3,9,23,10,25.6,1,2.5,16,41,3,7.59,0,0,19,48.7,0,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,68,68,38,55.79,38,55.79,55.9,6,8.8,24,35.2,0,0,30,44.1,8,11.69,0,0,30,44.1,0,0,5,NA,2.97,2.28
2013-14,Educational Service District 112,25,Pacific,25101,Ocean Beach School District,6,45,45,26,57.7,26,57.7,57.8,8,17.69,11,24.39,3,6.59,17,37.7,6,13.3,0,0,19,42.2,1,0,,,45,45,30,66.59,30,66.59,66.7,7,15.5,8,17.69,1,2.2,17,37.7,12,26.6,0,0,15,33.29,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.33,2.7
2013-14,Educational Service District 112,25,Pacific,25101,Ocean Beach School District,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72,72,40,55.5,40,55.5,55.6,10,13.8,22,30.5,0,0,30,41.6,10,13.8,0,0,32,44.39,0,2,,NA,,
2013-14,Educational Service District 112,25,Pacific,25101,Ocean Beach School District,10,80,78,65,80.2,64,80,82.1,7,8.69,7,8.69,3,3.7,20,25,41,51.2,2,2.5,16,20,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,76,63,77.7,62,77.5,81.6,6,7.5,8,10,0,0,32,40,30,37.5,4,5,18,22.5,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.06,
2013-14,Educational Service District 113,14,Grays Harbor,14172,Ocosta School District,3,46,46,32,69.5,32,69.5,69.6,8,17.3,6,13,0,0,15,32.6,17,36.89,0,0,14,30.39,0,0,,,46,46,22,47.79,22,47.79,47.8,11,23.89,13,28.19,0,0,15,32.6,7,15.19,0,0,24,52.1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.89,2.39
2013-14,Educational Service District 113,14,Grays Harbor,14172,Ocosta School District,4,46,41,34,73.9,34,73.9,82.9,3,6.5,4,8.59,5,10.8,14,30.39,15,32.6,5,10.8,12,26,0,0,,,46,42,27,58.6,27,58.6,64.3,10,21.69,5,10.8,1,2.1,13,28.19,13,28.19,4,8.59,19,41.29,0,0,,,46,40,24,52.1,24,52.1,60,7,15.19,9,19.5,0,0,15,32.6,9,19.5,6,13,22,47.79,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.45,2.41
2013-14,Educational Service District 113,14,Grays Harbor,14172,Ocosta School District,5,56,55,36,64.2,36,64.2,65.5,5,8.9,14,25,0,0,8,14.19,28,50,1,1.7,20,35.7,0,0,,,56,55,33,58.89,33,58.89,60,10,17.8,12,21.39,1,1.7,17,30.3,15,26.69,1,1.7,23,41,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,56,55,39,69.59,39,69.59,70.9,1,1.7,15,26.69,1,1.7,27,48.2,11,19.6,1,1.7,17,30.3,0,0,,NA,3.01,2.58
2013-14,Educational Service District 113,14,Grays Harbor,14172,Ocosta School District,6,51,50,42,82.29,42,82.29,84,2,3.89,6,11.69,2,3.89,27,52.89,13,25.39,1,1.89,9,17.6,0,0,,,51,51,36,70.5,36,70.5,70.6,8,15.59,7,13.69,2,3.89,15,29.39,19,37.2,0,0,15,29.39,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.88,2.8
2013-14,Educational Service District 113,14,Grays Harbor,14172,Ocosta School District,7,54,54,36,66.59,36,66.59,66.7,7,12.9,11,20.3,0,0,14,25.89,22,40.7,0,0,18,33.29,0,0,,,54,54,30,55.5,30,55.5,55.6,13,24,11,20.3,0,0,14,25.89,16,29.6,0,0,24,44.39,0,0,,,54,52,34,62.89,34,62.89,65.4,8,14.8,10,18.5,0,0,26,48.1,8,14.8,2,3.7,20,37,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.94,2.61
2013-14,Educational Service District 113,14,Grays Harbor,14172,Ocosta School District,8,38,38,27,71,27,71,71.1,5,13.09,6,15.69,2,5.2,10,26.3,15,39.39,0,0,11,28.89,0,2,,,38,38,19,50,19,50,50,10,26.3,9,23.6,2,5.2,14,36.79,3,7.79,0,0,19,50,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,38,25,65.7,25,65.7,65.8,2,5.2,11,28.89,3,7.79,17,44.7,5,13.09,0,0,13,34.2,0,2,,NA,2.81,2.15
2013-14,Educational Service District 113,14,Grays Harbor,14172,Ocosta School District,10,60,56,38,63.3,38,63.29,67.9,8,13.3,10,16.6,3,5,16,26.6,19,31.6,4,6.59,22,36.6,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,59,55,43,72.8,43,72.79,78.2,5,8.4,7,11.8,1,1.6,32,54.2,10,16.89,4,6.7,16,27.1,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.53,
2013-14,Educational Service District 101,22,Lincoln,22105,Odessa School District,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,16,14,87.5,14,87.5,87.5,0,0,2,12.5,0,0,7,43.7,7,43.7,0,0,2,12.5,0,0,,NA,,
2013-14,Educational Service District 101,22,Lincoln,22105,Odessa School District,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,11,10,90.9,10,90.9,90.9,0,0,1,9,0,0,9,81.79,1,9,0,0,1,9,0,0,,NA,,
2013-14,Educational Service District 101,22,Lincoln,22105,Odessa School District,10,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-14,North Central Educational Service District 171,24,Okanogan,24105,Okanogan School District,3,76,76,62,81.5,62,81.5,81.6,6,7.79,8,10.5,2,2.6,24,31.5,36,47.29,0,0,14,18.39,0,0,2,,76,76,45,59.2,45,59.2,59.2,18,23.6,13,17.1,0,0,31,40.7,14,18.39,0,0,31,40.7,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.12,2.53
2013-14,North Central Educational Service District 171,24,Okanogan,24105,Okanogan School District,4,84,84,60,71.4,60,71.4,71.4,6,7.09,18,21.39,6,7.09,36,42.79,18,21.39,0,0,24,28.5,0,2,1,,84,84,41,48.79,41,48.79,48.8,34,40.39,9,10.69,0,0,23,27.3,18,21.39,0,0,43,51.1,0,2,1,,84,81,51,60.7,51,60.7,63,11,13,19,22.6,4,4.7,36,42.79,11,13,3,3.5,33,39.2,0,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,2.64,2.29
2013-14,North Central Educational Service District 171,24,Okanogan,24105,Okanogan School District,5,76,76,57,75,57,75,75,3,3.89,16,21,6,7.79,24,31.5,27,35.5,0,0,19,25,0,0,,,76,76,41,53.89,41,53.89,53.9,23,30.19,12,15.69,0,0,32,42.1,9,11.8,0,0,35,46,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,76,75,43,56.5,43,56.5,57.3,8,10.5,24,31.5,0,0,28,36.79,15,19.69,1,1.3,33,43.39,0,0,,NA,2.82,2.35
2013-14,North Central Educational Service District 171,24,Okanogan,24105,Okanogan School District,6,104,102,68,65.29,68,65.29,66.7,18,17.3,16,15.3,2,1.89,44,42.29,22,21.1,2,1.89,36,34.6,1,4,1,,104,102,51,49,51,49,50,32,30.69,19,18.19,0,0,40,38.39,11,10.5,2,1.89,53,50.89,1,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.59,2.24
2013-14,North Central Educational Service District 171,24,Okanogan,24105,Okanogan School District,7,77,76,50,64.9,50,64.9,65.8,5,6.4,21,27.19,0,0,20,25.89,30,38.89,1,1.19,27,35,1,1,,,77,76,40,51.89,40,51.89,52.6,11,14.19,25,32.39,0,0,28,36.29,12,15.5,1,1.19,37,48,1,1,,,76,76,37,48.6,37,48.6,48.7,13,17.1,26,34.2,1,1.3,29,38.1,7,9.19,0,0,39,51.29,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.94,2.5
2013-14,North Central Educational Service District 171,24,Okanogan,24105,Okanogan School District,8,91,89,60,65.9,60,65.9,67.4,9,9.8,20,21.89,0,0,21,23,39,42.79,2,2.1,31,34,0,2,,,91,89,39,42.79,39,42.79,43.8,26,28.5,24,26.3,0,0,27,29.6,12,13.09,2,2.1,52,57.1,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,89,56,62.2,56,62.2,62.9,7,7.7,26,28.8,5,5.5,36,40,15,16.6,1,1.1,34,37.7,0,3,,NA,2.94,2.22
2013-14,North Central Educational Service District 171,24,Okanogan,24105,Okanogan School District,10,92,88,71,74.7,68,73.9,77.3,11,11.9,9,9.69,1,1,26,28.19,41,44.5,4,4.29,24,26,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,86,72,78.2,70,77.7,81.4,5,5.5,11,12.19,5,5.5,43,47.7,22,24.39,4,4.4,20,22.19,5,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.94,
2013-14,Educational Service District 113,34,Thurston,34111,Olympia School District,3,567,549,438,77.2,438,77.2,79.8,41,7.2,70,12.3,1,0.1,197,34.7,240,42.29,18,3.1,129,22.69,5,4,7,,567,550,376,66.29,376,66.29,68.4,69,12.09,105,18.5,1,0.1,205,36.1,170,29.89,17,2.89,191,33.6,5,4,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.05,2.77
2013-14,Educational Service District 113,34,Thurston,34111,Olympia School District,4,557,538,441,79.09,441,79.09,82,7,1.19,90,16.1,7,1.19,241,43.2,193,34.6,19,3.39,116,20.8,3,4,9,,556,538,391,70.29,391,70.29,72.7,74,13.3,73,13.09,3,0.5,172,30.89,216,38.79,18,3.2,165,29.6,4,4,10,,557,531,404,72.5,404,72.5,76.1,42,7.5,85,15.19,2,0.3,231,41.39,171,30.69,26,4.59,153,27.39,3,4,9,,,,,,,,,,,,,,,,,,,,,,,,,,,3.01,2.87
2013-14,Educational Service District 113,34,Thurston,34111,Olympia School District,5,584,567,481,82.29,481,82.29,84.8,19,3.2,67,11.4,7,1.1,163,27.89,311,53.2,17,2.89,103,17.6,2,1,11,,582,563,378,64.9,378,64.9,67.1,78,13.4,107,18.3,1,0.1,214,36.7,163,28,19,3.2,204,35,3,2,11,,,,,,,,,,,,,,,,,,,,,,,,,,,669,650,507,75.7,507,75.7,78,35,5.2,108,16.1,3,0.4,229,34.2,275,41.1,19,2.79,162,24.19,2,3,11,NA,3.22,2.72
2013-14,Educational Service District 113,34,Thurston,34111,Olympia School District,6,483,480,420,86.9,420,86.9,87.5,14,2.79,46,9.5,0,0,213,44,207,42.79,3,0.6,63,13,0,9,10,,483,478,389,80.5,389,80.5,81.4,39,8,50,10.3,0,0,152,31.39,237,49,5,1,94,19.39,0,9,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.25,3.19
2013-14,Educational Service District 113,34,Thurston,34111,Olympia School District,7,537,534,427,79.5,427,79.5,80,24,4.4,83,15.4,0,0,147,27.3,280,52.1,3,0.5,110,20.39,1,3,14,,538,537,402,74.7,402,74.7,74.9,58,10.69,77,14.3,0,0,150,27.8,252,46.79,1,0.1,136,25.19,1,2,14,,537,535,423,78.7,423,78.7,79.1,33,6.09,79,14.69,0,0,253,47.1,170,31.6,2,0.3,114,21.19,1,3,14,,,,,,,,,,,,,,,,,,,,,,,,,,,3.26,3.1
2013-14,Educational Service District 113,34,Thurston,34111,Olympia School District,8,545,537,445,81.59,445,81.59,82.9,20,3.6,72,13.19,0,0,115,21.1,330,60.5,8,1.39,100,18.3,6,9,18,,544,536,373,68.5,373,68.5,69.6,70,12.8,93,17,0,0,167,30.6,206,37.79,8,1.39,171,31.39,7,9,18,,,,,,,,,,,,,,,,,,,,,,,,,,,650,641,522,80.29,522,80.29,81.4,19,2.89,100,15.3,0,0,337,51.79,185,28.39,9,1.3,128,19.6,6,10,18,NA,3.35,2.9
2013-14,Educational Service District 113,34,Thurston,34111,Olympia School District,10,805,795,758,93.5,753,93.5,94.7,8,0.9,34,4.2,12,1.39,141,17.5,600,74.5,10,1.19,52,6.4,24,24,12,,,,,,,,,,,,,,,,,,,,,,,,,,,809,787,759,92.9,751,92.79,95.4,5,0.6,31,3.79,9,1.1,293,36.2,449,55.5,22,2.7,58,7.09,19,25,12,,,,,,,,,,,,,,,,,,,,,,,,,,,3.6,
2013-14,North Central Educational Service District 171,24,Okanogan,24019,Omak School District,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79,79,57,72.09,57,72.09,72.2,11,13.9,11,13.9,2,2.5,25,31.6,30,37.89,0,0,22,27.8,0,0,,NA,,
2013-14,North Central Educational Service District 171,24,Okanogan,24019,Omak School District,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102,101,66,64.7,66,64.7,65.3,9,8.8,26,25.39,8,7.79,44,43.1,14,13.69,1,0.9,36,35.2,0,1,,NA,,
2013-14,North Central Educational Service District 171,24,Okanogan,24019,Omak School District,10,122,105,79,64.7,79,64.7,75.2,13,10.59,13,10.59,3,2.39,28,22.89,48,39.29,17,13.9,43,35.2,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,122,104,85,69.6,85,69.59,81.7,11,9,8,6.5,3,2.39,58,47.5,24,19.6,18,14.69,37,30.3,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.58,
2013-14,Educational Service District 113,21,Lewis,21300,Onalaska School District,3,62,59,38,61.2,38,61.2,64.4,7,11.19,14,22.5,1,1.6,17,27.39,20,32.2,3,4.79,24,38.7,0,0,,,62,59,38,61.2,38,61.2,64.4,9,14.5,12,19.3,0,0,31,50,7,11.19,3,4.79,24,38.7,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.67,2.48
2013-14,Educational Service District 113,21,Lewis,21300,Onalaska School District,4,58,57,40,68.9,40,68.9,70.2,2,3.39,15,25.8,0,0,33,56.79,7,12,1,1.7,18,31,0,2,,,58,57,38,65.5,38,65.5,66.7,11,18.89,8,13.69,0,0,25,43.1,13,22.39,1,1.7,20,34.39,0,2,,,59,57,36,61,36,61,63.2,3,5,18,30.5,3,5,20,33.79,13,22,2,3.29,23,38.89,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.73,2.65
2013-14,Educational Service District 113,21,Lewis,21300,Onalaska School District,5,52,51,41,78.79,41,78.79,80.4,2,3.79,8,15.3,1,1.89,17,32.6,23,44.2,1,1.89,11,21.1,0,0,,,52,51,38,73,38,73,74.5,1,1.89,12,23,1,1.89,26,50,11,21.1,1,1.89,14,26.89,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,52,51,38,73,38,73,74.5,0,0,13,25,0,0,25,48,13,25,1,1.89,14,26.89,0,0,,NA,3.09,2.82
2013-14,Educational Service District 113,21,Lewis,21300,Onalaska School District,6,47,46,36,76.5,36,76.5,78.3,5,10.59,5,10.59,1,2.1,26,55.29,9,19.1,1,2.1,11,23.39,0,1,,,46,45,26,56.5,26,56.5,57.8,9,19.5,10,21.69,1,2.1,20,43.39,5,10.8,1,2.1,20,43.39,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.74,2.36
2013-14,Educational Service District 113,21,Lewis,21300,Onalaska School District,7,59,54,41,69.4,41,69.4,75.9,3,5,10,16.89,0,0,15,25.39,26,44,5,8.4,18,30.5,0,1,,,60,55,39,65,39,65,70.9,5,8.3,11,18.3,0,0,30,50,9,15,5,8.3,21,35,0,0,,,59,55,38,64.4,38,64.4,69.1,4,6.7,13,22,0,0,23,38.89,15,25.39,4,6.7,21,35.5,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.91,2.55
